Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,27.50,275,725,18473,0.3970,2.06,18.87,-1183,0,0.17,2.63,31.0,0,6430,84
2000,31.00,310,690,32997,0.3940,2.36,22.32,-1069,0,0.18,2.55,32.6,0,11493,150
3000,33.60,336,664,45431,0.3910,2.58,24.07,-998,0,0.14,2.56,32.4,0,15829,217
4000,35.80,358,642,56555,0.3880,2.78,25.79,-928,0,0.14,2.63,33.4,0,19710,285
5000,34.70,347,653,67040,0.3850,2.94,27.03,-961,0,0.14,2.52,33.3,0,23369,356
6000,36.30,363,637,76498,0.3820,3.10,28.06,-915,0,0.13,2.69,33.0,0,26674,428
7000,38.40,384,616,85416,0.3790,3.22,28.88,-851,0,0.17,2.65,32.1,0,29789,514
8000,38.70,387,613,93928,0.3760,3.36,29.61,-829,0,0.18,2.67,33.3,0,32762,612
9000,40.60,406,594,101983,0.3730,3.48,30.31,-770,0,0.18,2.71,33.5,0,35575,722
10000,39.60,396,604,109213,0.3700,3.62,31.04,-796,0,0.18,2.71,33.3,0,38100,833
